plu_code,hive_dataflow_dttm,dataflow_id,dataflow_dttm,plu_rk,plu_cmh_rk,plu_cmh_id,plu_nm,plu_type_dk,control_category_dk,control_category_desc,plu_hierarchy_lvl_1_dk,plu_hierarchy_lvl_1_desc,plu_hierarchy_lvl_2_dk,plu_hierarchy_lvl_2_desc,plu_hierarchy_lvl_3_dk,plu_hierarchy_lvl_3_desc,plu_hierarchy_lvl_4_dk,plu_hierarchy_lvl_4_desc,financial_group_dk,financial_group_desc,plu_own_production_flg,plu_hierarchy_lvl4_acrm_id,synthetic_catalog_acrm_id,synthetic_catalog_nm,synthetic_catalog_code,segment_prod_nm,segment_prod_code,syntethic_category_id,price_range_dk,price_range_desc,plu_brand_code,plu_brand_hierarchy_lvl_nm,uom_code,plu_netto_weight_amt,plu_brutto_weight_amt,weight_uom_code,plu_height_amt,plu_width_amt,plu_depth_amt,best_before_day_cnt,plu_tare_type_dk,plu_tare_type_desc,plu_stm_flg,plu_tender_flg,plu_socially_significant_flg,price_segment_dk,price_segment_desc,abc_segment_dk,abc_segment_desc,vat_rate_amt,plu_origin_country_dk,plu_vendor_dk,plu_vendor_nm,alco_flg,cost,qty
3476789,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,31dcc227105e8c21b159418ad6a37c0e,f5d14548dce2a1e9dc177e6c1d975722,297546,СИГАРЕТЫ L&M COMPACT,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,2490,L&M,ST,0.020,0.030,кг,8.700000000000000000,5.600000000000000000,2.300000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000170,Филип Моррис,0,120.619048,42.000
3657230,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,48a55177a3438b4320f7eeb983c14575,41665b53c2c63761d1beee0c13966897,769957,СИГАРЕТЫ KENT НАНО МИКС,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,2382,KENT,ST,0.035,0.035,кг,8.500000000000000000,5.680000000000000000,1.400000000000000000,730,32,Пачка,0,0,0,3,ВЦС,3,30,20,RU,41000171,Бритиш Американ Табак,0,175.493493,500286.000
4169976,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,5f32e5049194da0b71aec749b2eeac2b,f35f048e4af94444db804f53ff79808c,1257128,СИГАРЕТЫ WINSTON CLUB LOUNGE,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,106705,сигареты/WINSTON/ ST,4701,WINSTON,ST,0.015,0.015,кг,8.600000000000000000,5.600000000000000000,1.300000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000169,Дж.Т.И.,0,158.950393,79273.000
3227667,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,4f45e289d34855876c368cc93591e527,154497a3b437d950d305cd9da02396b6,10375,СИГАРЕТЫ SOBRANIE GOLD 1П.,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,4048,SOBRANIE,ST,0.030,0.030,кг,8.750000000000000000,5.700000000000000000,2.250000000000000000,730,32,Пачка,0,0,0,,,3,30,20,RU,41000169,Дж.Т.И.,0,138.750000,88.000
3676450,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,3c4dac9d025fff09e8380b604ba00048,ac3a52dbee9acd71d7ed17d1708a8874,786468,СИГАРЕТЫ LD AUTOGRAPH CLUB LOUNGE,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,2580,LD,ST,0.018,0.018,кг,8.800000000000000000,5.600000000000000000,1.400000000000000000,730,32,Пачка,0,0,0,1,НЦС,3,30,20,RU,41000169,Дж.Т.И.,0,153.141181,5369.000
3276818,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,6d72c357f2a27be5aec6479a08b17875,11de2b6179140886a573ddbfc73ff60e,6377,СИГАРЕТЫ LD RED,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,2580,LD,ST,0.025,0.025,кг,8.700000000000000000,5.600000000000000000,2.300000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000169,Дж.Т.И.,0,121.860000,100.000
3610674,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,0d0e848fb649135f3c021dd7478b26b0,53d96b96f1bfd7967397a23e94878fe8,694538,СИГАРЕТЫ PHILIP MORRIS DARK BLUE,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,R07P,PHILIP MORRIS,ST,0.017,0.024,кг,8.800000000000000000,5.500000000000000000,2.200000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000170,Филип Моррис,0,127.714936,176334.000
3665762,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,d1808ab86cacb0b7cd0b2dddc0e28f16,02db748e4e45e90e4f947c8caec16da3,787856,СИГАРЕТЫ KISS ROMANTIC SS ПАЧКА,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,2411,KISS,ST,0.017,0.030,кг,10.100000000000000000,5.600000000000000000,1.300000000000000000,730,32,Пачка,0,0,0,1,НЦС,3,30,20,RU,41000169,Дж.Т.И.,0,146.740056,76355.000
4063489,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,285ed39d870e5ed5a4553555f57cbd34,77c10d58faab81911fd3e61ec9e70eb5,946029,СИГАРЕТЫ PARKER&SIMSON RED 100'S ПАЧКА,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,73899,сигареты/БЕЗ БРЕНДА/ ST,0000,БЕЗ БРЕНДА,ST,0.025,0.030,кг,10.000000000000000000,4.000000000000000000,1.600000000000000000,730,32,Пачка,0,0,0,2,СЦС,4,40,20,RU,41001061,Империал Табак,0,123.801989,14447.000
3439972,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,9e5a9eb14aa270e5d69bec32ac089d30,39a793eb317fdd38cd122094a696d5d4,213279,СИГАРЕТЫ ПЕТР I ЭТАЛОН КОМПАКТ,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,7384,ПЕТР I,ST,0.018,0.028,кг,8.800000000000000000,5.500000000000000000,2.200000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000169,Дж.Т.И.,0,139.869608,260588.000
3984997,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,e41a242384905d226c0a92a4559550e4,05e6de4219b02bd9f23471cc4acbd722,840868,СИГАРЕТЫ MARLBORO SUMMER FUSION,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,2869,MARLBORO,ST,0.020,0.022,кг,8.500000000000000000,4.900000000000000000,2.000000000000000000,730,32,Пачка,0,0,0,3,ВЦС,3,30,20,RU,41000170,Филип Моррис,0,156.246315,223120.000
3226261,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,d022aa2f841e2fb3b58108d00a497b82,572f8df31c6943484c5d6723c056e84b,10366,СИГАРЕТЫ VOGUE MENTHE,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,4607,VOGUE,ST,0.028,0.028,кг,8.500000000000000000,5.600000000000000000,2.200000000000000000,730,32,Пачка,0,0,0,5,PREMIUM,3,30,20,RU,41000171,Бритиш Американ Табак,0,211.803637,109549.000
3333474,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,91c4be3ecd9e9224a739909b5ad9e693,b6700831122d7d56e4c5a5e2083644ac,10385,СИГАРЕТЫ NEXT INBLACK,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,3174,NEXT,ST,0.030,0.030,кг,8.500000000000000000,5.500000000000000000,1.200000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000170,Филип Моррис,0,115.145833,48.000
3409453,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,1e3dda8b03fea4a16f7ed2d926bb98af,7a8c77403c6a9fcee587853e613a8d71,6657,СИГАРЕТЫ BOND STREET COMPACT BLUE,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,0663,BOND,ST,0.018,0.028,кг,8.700000000000000000,5.600000000000000000,2.300000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000170,Филип Моррис,0,135.120828,2367.000
3658238,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,e40e01668588a5f2bec4ce556b297cd6,36444656716fd1febdc4be0dad3479ef,778006,СИГАРЕТЫ KISS FRESH ПАЧКА,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,120794,сигареты/KISS/ ST,2411,KISS,ST,0.017,0.018,кг,10.100000000000000000,5.600000000000000000,1.300000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000169,Дж.Т.И.,0,111.206897,29.000
4144732,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,8ecba0470a5e16e58ca4cafeee4ff42c,c2545bbee780828b2a1891a54b7eb77e,1179244,СИГАРЕТЫ SOBRANIE ELEMENT RUBY SUPERSLIM,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,91600,сигареты/SOBRANIE/ ST,4048,SOBRANIE,ST,0.017,0.017,кг,10.100000000000000000,5.600000000000000000,1.300000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000169,Дж.Т.И.,0,187.306886,33869.000
4123628,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,91483d102fdba71399ccff4f54c3cff0,7deeb4b0931aa894a447a4bf0b1e1080,1115052,СИГАРЕТЫ LUCKY STRIKE КОМПАКТ БЛЮ ПАЧКА,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,70256,сигареты/LUCKY STRIKE/ ST,2740,LUCKY STRIKE,ST,0.015,0.020,кг,8.800000000000000000,4.800000000000000000,2.000000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000171,Бритиш Американ Табак,0,116.464376,474566.000
4151224,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,de9ee3825752f4f6691ee167c1e5ddc8,ae8ccd3b9e8a846665ee5adc1864e955,1210134,СИГАРЕТЫ MARLBORO VISTA FOREST MIST,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,83953,сигареты/MARLBORO/ ST,2869,MARLBORO,ST,0.015,0.020,кг,8.500000000000000000,4.900000000000000000,2.000000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000170,Филип Моррис,0,149.749056,349055.000
3627183,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,d6ba06237eb99d12cb664127eb3fe5f3,2d81cd8a5deef475a9b637f2260aed3e,746902,СИГАРЕТЫ PHILIP MORRIS BLUE,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,R07P,PHILIP MORRIS,ST,0.018,0.028,кг,8.700000000000000000,5.600000000000000000,2.300000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000170,Филип Моррис,0,131.910598,30386.000
4151231,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,0dce54aadfd9d4dc0c2dfe593218048b,54acab8729be36b447e3d8edc0bb27ff,1210137,СИГАРЕТЫ MARLBORO CRAFTED COMPACT,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,83953,сигареты/MARLBORO/ ST,2869,MARLBORO,ST,0.015,0.020,кг,8.500000000000000000,4.900000000000000000,2.000000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000170,Филип Моррис,0,149.065347,586562.000
3621890,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,b2eeaab5fb5bb7a1e7bdecb3d5b44484,78666935afc443de8d4f4bdd26b6f782,725057,СИГАРЕТЫ P&S COMPACT BLUE,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,0000,БЕЗ БРЕНДА,ST,0.018,0.028,кг,8.700000000000000000,5.600000000000000000,2.300000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41001061,Империал Табак,0,127.134408,323776.000
3665682,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,a1e5b5356025d3bbfd090fa537b61961,a89b7688d16cb1df76be407aae0c3157,788651,СИГАРЕТЫ PLAY HIT SS ПАЧКА,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,0000,БЕЗ БРЕНДА,ST,0.016,0.030,кг,10.100000000000000000,5.600000000000000000,1.300000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000169,Дж.Т.И.,0,131.445815,516547.000
4006567,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,d7d0d5d2aa5b124dcc140a53d6ff38b1,2e852437f9dc34e4583fc3c85e74696f,833595,СИГАРЕТЫ LD AUTOGR.IMP.COMP.BR.,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,2580,LD,ST,0.021,0.022,кг,8.600000000000000000,5.000000000000000000,2.000000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000169,Дж.Т.И.,0,108.000000,101.000
3944393,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,b8e30852d4d29f768468d6bfb1f7dd62,658cdade96c6d4d656ef4749e0decfca,805897,СИГАРЕТЫ WINSTON COMP.IMP.SUM.MIX,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,4701,WINSTON,ST,0.022,0.032,кг,8.600000000000000000,5.000000000000000000,2.000000000000000000,730,32,Пачка,0,0,0,3,ВЦС,3,30,20,RU,41000169,Дж.Т.И.,0,146.095940,63174.000
4047060,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,93322007cea0364d9cff5af548c85dbf,c9b2e59c0acd6ec78f86b6c176d491aa,877059,СИГАРЕТЫ MARLBORO CRAFTED BLUE ПАЧКА,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,2869,MARLBORO,ST,0.017,0.025,кг,8.800000000000000000,5.500000000000000000,2.300000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000170,Филип Моррис,0,179.491341,147422.000
3657183,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,3d5f26edc3aeda065857180ddd5c6c97,1a8d732bede326c66f8c108a405c90ef,774722,СИГАРЕТЫ KENT УАЙТ,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,2382,KENT,ST,0.035,0.035,кг,9.300000000000000000,4.700000000000000000,2.000000000000000000,730,32,Пачка,0,0,0,5,PREMIUM,3,30,20,RU,41000171,Бритиш Американ Табак,0,159.321705,258.000
3672786,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,5d35b649acdb0aa2cc4cf3eefa612c86,577a6ee23c4f6d55928f632d303ecb32,781648,СИГАРЕТЫ ESSE EXCHANGE ФИЛЬТР,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,1451,ESSE,ST,0.024,0.030,кг,10.200000000000000000,5.600000000000000000,1.200000000000000000,730,32,Пачка,0,0,0,3,ВЦС,3,30,20,RU,41001084,Аверс Плюс,0,175.312593,223801.000
3671973,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,1d579568841326f3aed33f680a432b7f,455767a4803de34306e38c4c046dd79b,780727,СИГАРЕТЫ LD AUTOGRAPH CLUB COMP.BL.,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,2580,LD,ST,0.022,0.025,кг,8.600000000000000000,5.000000000000000000,2.000000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000169,Дж.Т.И.,0,140.177757,602287.000
3994130,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,33351726145ef77692bb32f101e92bdc,dcb9f17f89d98317329dd33b90fe8642,828943,СИГАРЕТЫ KENT КРИСТАЛЛ,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,2382,KENT,ST,0.033,0.035,кг,9.000000000000000000,5.500000000000000000,2.000000000000000000,730,32,Пачка,0,0,0,5,PREMIUM,3,30,20,RU,41000171,Бритиш Американ Табак,0,143.382761,594744.000
3602487,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,d5025e74b47af8e2f1c258fd089190f8,1f26456c02bdaa41dd8e417d2b457ca4,679468,СИГАРЕТЫ ROTHMANS ДЕМИ КЛИК,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,3752,ROTHMANS,ST,0.035,0.035,кг,8.500000000000000000,4.700000000000000000,2.000000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000171,Бритиш Американ Табак,0,149.979820,255390.000
3674398,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,b88e080dedda907c97cd358c25441450,b42af2dbf58c960b7b239195e8e530fc,786052,СИГАРЕТЫ LD AUTOGRAPH CLUB PLATINUM,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,2580,LD,ST,0.015,0.015,кг,8.600000000000000000,5.600000000000000000,1.300000000000000000,730,32,Пачка,0,0,0,3,ВЦС,3,30,20,RU,41000169,Дж.Т.И.,0,156.303719,47378.000
3681506,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,f8fcb59f2dc9886acaf4404fc7f79abc,bd52b14cfe8eb7efb17e5e05b7eae4e6,772984,СИГАРЕТЫ WINSTON DUAL ПАЧКА,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,4701,WINSTON,ST,0.020,0.025,кг,8.800000000000000000,5.600000000000000000,2.200000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000169,Дж.Т.И.,0,120.000000,171.000
4069743,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,c46477a2c4f1c2fb1c94605cc3244fc9,19a76675f6005dbb81686ef4eead9eaf,965317,СИГАРЕТЫ ROTHMANS ROYALS ФИОЛЕТ,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,3752,ROTHMANS,ST,0.030,0.030,кг,10.000000000000000000,5.500000000000000000,1.500000000000000000,730,32,Пачка,0,0,0,1,НЦС,3,30,20,RU,41000171,Бритиш Американ Табак,0,117.901346,276848.000
3669506,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,bc15f6cdb4d6f8f29ff0ddef574101aa,26690bc2a3bf8f2570fdf5cedb91e09a,763352,СИГАРЕТЫ LD AUTOGRAPH RED,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,2580,LD,ST,0.020,0.025,кг,8.800000000000000000,5.600000000000000000,2.200000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000169,Дж.Т.И.,0,136.738805,453834.000
3357068,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,00f65a6112d995b46109a5995f2f9b35,4cf60a1d8a71065658c15f1b55f530b0,10796,СИГАРЕТЫ KENT NANOTEK 2.0 WHITE 1ПАЧКА,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,217,сигареты/KENT/1 ST,2382,KENT,ST,0.025,0.025,кг,8.500000000000000000,5.500000000000000000,1.200000000000000000,730,32,Пачка,0,0,0,5,PREMIUM,3,30,20,RU,41000171,Бритиш Американ Табак,0,127.500000,2.000
3397810,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,aa379e7745dd7c9ba45641e95e869fe7,58e256602e82de0afed1ae1564a86225,6024,СИГАРЕТЫ BOND STREET BLUE SELECTION,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,0663,BOND,ST,0.020,0.020,кг,8.700000000000000000,5.600000000000000000,2.300000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000170,Филип Моррис,0,156.644395,98366.000
3964390,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,7b9c18589d65d82ce9cd60926b02832d,6c5f08a628831b0732cab1bd0fdf0ba0,841920,СИГАРЕТЫ LD AUTOGRAPH IMPUL.COMP.SUNNY,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,2580,LD,ST,0.017,0.022,кг,8.600000000000000000,5.000000000000000000,2.000000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000169,Дж.Т.И.,0,123.541657,190880.000
3696249,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,26b22e1922c3753cb9c4b0f37116dedb,171b788e2525ee998b88b46185bd76af,808525,СИГАРЕТЫ ROTHMANS ДЕМИ МЕЛОУ,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,3752,ROTHMANS,ST,0.035,0.050,кг,8.500000000000000000,4.800000000000000000,2.000000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000171,Бритиш Американ Табак,0,125.644349,255224.000
